target_coverage,method,method_label,metric,n_retained,full,retained,d_full,random_mean,d_random,p,q,significant_q05
0.7,weighted_fullfeat,Weighted (full-feature),auroc,328,0.9479262672811061,0.9518838627605044,0.003957595479398335,0.9479514255408824,0.003932437219621998,0.1038961038961039,0.12467532467532469,False
0.7,weighted_fullfeat,Weighted (full-feature),sensitivity,328,0.8461538461538461,0.8531073446327684,0.006953498478922238,0.8462202921602747,0.00688705247249366,0.17382617382617382,0.2027972027972028,False
0.7,weighted_fullfeat,Weighted (full-feature),specificity,328,0.9032258064516129,0.9139072847682119,0.010681478316599047,0.9030850132342201,0.010822271533991845,0.04595404595404595,0.059083773369487655,False
0.7,weighted_fullfeat,Weighted (full-feature),ece,328,0.05450363905964393,0.054347512966768305,-0.00015612609287562335,0.054628192663632634,-0.0002806796968643291,0.919080919080919,0.9339048048725468,False
0.7,weighted_fullfeat,Weighted (full-feature),cal_gap,328,-0.04626401046557865,-0.045881797002743974,0.0003822134628346796,-0.04621936890603206,0.000337571903288085,0.8631368631368631,0.9139096197919726,False
0.7,weighted_fullfeat,Weighted (full-feature),bss,328,0.633596426619288,0.6518117850976539,0.018215358478365973,0.6335669030229769,0.018244882074677005,0.027972027972027972,0.03749442047314388,True
0.7,weighted_maha,Weighted (Mahalanobis),auroc,295,0.9479262672811061,0.9614534401768444,0.013527172895738349,0.948074274886989,0.013379165289855388,0.015984015984015984,0.022629056336921506,True
0.7,weighted_maha,Weighted (Mahalanobis),sensitivity,295,0.8461538461538461,0.9025974025974026,0.056443556443556475,0.8459734209573618,0.05662398164004079,0.001998001998001998,0.004577240940877305,True
0.7,weighted_maha,Weighted (Mahalanobis),specificity,295,0.9032258064516129,0.9361702127659575,0.03294440631434459,0.9039507555644133,0.03221945720154418,0.003996003996003996,0.006804006804006804,True
0.7,weighted_maha,Weighted (Mahalanobis),ece,295,0.05450363905964393,0.03760146153593222,-0.01690217752371171,0.05630206416253492,-0.018700602626602704,0.001998001998001998,0.004577240940877305,True
0.7,weighted_maha,Weighted (Mahalanobis),cal_gap,295,-0.04626401046557865,-0.028188733277627165,0.01807527718795149,-0.04631312027638035,0.018124386998753184,0.003996003996003996,0.006804006804006804,True
0.7,weighted_maha,Weighted (Mahalanobis),bss,295,0.633596426619288,0.7257206812574899,0.09212425463820195,0.6338166199373706,0.0919040613201193,0.001998001998001998,0.004577240940877305,True
0.7,weighted_siteholdout,Weighted (site-holdout),auroc,317,0.9479262672811061,0.95578231292517,0.007856045644063947,0.9481479249784913,0.0076343879466787,0.05194805194805195,0.06611570247933884,False
0.7,weighted_siteholdout,Weighted (site-holdout),sensitivity,317,0.8461538461538461,0.8647058823529412,0.018552036199095068,0.846409130690906,0.01829675166203526,0.023976023976023976,0.033566433566433566,True
0.7,weighted_siteholdout,Weighted (site-holdout),specificity,317,0.9032258064516129,0.9319727891156463,0.028746982664033416,0.9036333066974778,0.028339482418168527,0.003996003996003996,0.006804006804006804,True
0.7,weighted_siteholdout,Weighted (site-holdout),ece,317,0.05450363905964393,0.05212384455236595,-0.002379794507277981,0.05490965999878959,-0.002785815446423645,0.5134865134865135,0.5577525922353509,False
0.7,weighted_siteholdout,Weighted (site-holdout),cal_gap,317,-0.04626401046557865,-0.043364365573816954,0.002899644891761699,-0.04614784780950694,0.002783482235689985,0.5014985014985015,0.5542878174457122,False
0.7,weighted_siteholdout,Weighted (site-holdout),bss,317,0.633596426619288,0.6766242194172618,0.04302779279797386,0.6344514087875509,0.0421728106297109,0.003996003996003996,0.006804006804006804,True
0.7,weighted_uni2only,Weighted (UNI2-only),auroc,250,0.9479262672811061,0.971384674476666,0.023458407195559916,0.9478399481386461,0.02354472633801985,0.001998001998001998,0.004577240940877305,True
0.7,weighted_uni2only,Weighted (UNI2-only),sensitivity,250,0.8461538461538461,0.9349593495934959,0.08880550343964977,0.845803263194262,0.08915608639923389,0.001998001998001998,0.004577240940877305,True
0.7,weighted_uni2only,Weighted (UNI2-only),specificity,250,0.9032258064516129,0.952755905511811,0.04953009906019812,0.9028336574131973,0.049922248098613675,0.007992007992007992,0.012280402524304965,True
0.7,weighted_uni2only,Weighted (UNI2-only),ece,250,0.05450363905964393,0.025384390292400014,-0.029119248767243915,0.0584070480944392,-0.03302265780203919,0.001998001998001998,0.004577240940877305,True
0.7,weighted_uni2only,Weighted (UNI2-only),cal_gap,250,-0.04626401046557865,-0.00801919254760003,0.038244817917978624,-0.04613424128953843,0.0381150487419384,0.001998001998001998,0.004577240940877305,True
0.7,weighted_uni2only,Weighted (UNI2-only),bss,250,0.633596426619288,0.803297698952131,0.16970127233284305,0.6328997843111016,0.17039791464102938,0.001998001998001998,0.004577240940877305,True
0.7,weighted_hoptimusonly,Weighted (H-optimus-only),auroc,323,0.9479262672811061,0.9543243243243243,0.006398057043218275,0.9479750003278152,0.006349323996509115,0.053946053946053944,0.06797202797202796,False
0.7,weighted_hoptimusonly,Weighted (H-optimus-only),sensitivity,323,0.8461538461538461,0.8514285714285714,0.005274725274725278,0.8459507413138747,0.0054778301146967134,0.34765234765234765,0.39110889110889113,False
0.7,weighted_hoptimusonly,Weighted (H-optimus-only),specificity,323,0.9032258064516129,0.9256756756756757,0.02244986922406278,0.903121669390131,0.022554006285544603,0.003996003996003996,0.006804006804006804,True
0.7,weighted_hoptimusonly,Weighted (H-optimus-only),ece,323,0.05450363905964393,0.057183086789783295,0.002679447730139367,0.05495878126466719,0.002224305525116106,0.45754245754245754,0.5101800854013243,False
0.7,weighted_hoptimusonly,Weighted (H-optimus-only),cal_gap,323,-0.04626401046557865,-0.04858632259102175,-0.0023223121254430934,-0.04636589634991487,-0.002220426241106875,0.5074925074925075,0.5560352690787473,False
0.7,weighted_hoptimusonly,Weighted (H-optimus-only),bss,323,0.633596426619288,0.6612912612668637,0.027694834647575717,0.6335135875183883,0.027777673748475395,0.00999000999000999,0.014808720691073632,True
