predictor,family,target_coverage,signal_locked,cutoff_locked,signal_recal,cutoff_recal,primary_n,primary_achieved_cov,primary_nnd,primary_retained_acc,primary_full_auroc,primary_retained_auroc,primary_retained_auroc_lo,primary_retained_auroc_hi,primary_retained_auroc_mde,primary_retained_accuracy_lo,primary_retained_accuracy_hi,primary_retained_accuracy_mde,primary_d_full_auroc,primary_d_full_accuracy,primary_n_retained_errors,primary_pct_cw_retained,primary_tier_cov_A,primary_tier_cov_B,primary_tier_cov_C,primary_class_cov_mutant,primary_class_cov_wildtype,held_n,locked_held_achieved_cov,locked_held_retained_acc,locked_held_retained_auroc,locked_held_n_retained_errors,locked_held_pct_cw_retained,locked_held_class_cov_mutant,locked_held_class_cov_wildtype,recal_held_achieved_cov,recal_held_retained_acc,recal_held_retained_auroc,recal_held_n_retained_errors,recal_held_pct_cw_retained,recal_held_class_cov_mutant,recal_held_class_cov_wildtype
ensemble,epistemic,0.9,mean_within_encoder_mi,0.0950344737491239,between_encoder_mi,0.074303777277707,320,0.946875,5.666666666666667,0.8448844884488449,0.9068713621625845,0.9060727685193264,0.8663172934298926,0.9389396649507025,0.05190249044821661,0.8052805280528053,0.8844884488448845,0.05660911735932453,-0.000798593643258072,0.0011344884488448947,47,53.191489361702125,0.9455128205128205,,1.0,0.906832298136646,0.9874213836477987,102,0.9313725490196079,0.8421052631578947,0.8783542039355993,15,53.333333333333336,0.8775510204081632,0.9811320754716981,0.8627450980392157,0.8522727272727273,0.8818229994700583,13,53.84615384615385,0.7551020408163265,0.9622641509433962
ensemble,epistemic,0.8,mean_within_encoder_mi,0.0513406384131666,between_encoder_mi,0.040716659529827434,320,0.7875,5.2307692307692335,0.8531746031746031,0.9068713621625845,0.8952702702702703,0.847435356029106,0.9353738955301455,0.06284880417565193,0.8095238095238095,0.8928571428571429,0.059557508888455984,-0.011601091892314175,0.009424603174603141,37,64.86486486486487,0.7852564102564102,,0.875,0.6459627329192547,0.9308176100628931,102,0.7450980392156863,0.881578947368421,0.8833333333333333,9,77.77777777777777,0.6122448979591837,0.8679245283018868,0.7843137254901961,0.875,0.8855498721227621,10,70.0,0.6938775510204082,0.8679245283018868
ensemble,epistemic,0.7,mean_within_encoder_mi,0.0350608994707542,between_encoder_mi,0.024347405444374536,320,0.6625,4.909090909090907,0.8679245283018868,0.9068713621625845,0.8708978023061004,0.8090888932689465,0.9291490095594757,0.08580577731746696,0.8300707547169812,0.9056603773584906,0.054023155468160715,-0.035973559856484094,0.024174528301886822,28,78.57142857142857,0.6634615384615384,,0.625,0.453416149068323,0.8742138364779874,102,0.6176470588235294,0.873015873015873,0.8736141906873615,8,75.0,0.4489795918367347,0.7735849056603774,0.696078431372549,0.8732394366197183,0.8842364532019704,9,77.77777777777777,0.5918367346938775,0.7924528301886793
ensemble,laplace,0.9,laplace_predictive_entropy,0.6448717766557415,laplace_aleatoric,0.47633311653333327,320,0.86875,3.500000000000004,0.8633093525179856,0.9068713621625845,0.903560985797828,0.8627728174603175,0.9417423767752715,0.05643876276981386,0.8237410071942446,0.8992805755395683,0.053987382157880924,-0.0033103763647565065,0.019559352517985573,38,65.78947368421052,0.8685897435897436,,0.875,0.782608695652174,0.9559748427672956,102,0.8235294117647058,0.8690476190476191,0.8798833819241982,11,72.72727272727273,0.7142857142857143,0.9245283018867925,0.8529411764705882,0.8505747126436781,0.883881230116649,13,61.53846153846154,0.8367346938775511,0.8679245283018868
ensemble,laplace,0.8,laplace_predictive_entropy,0.5782322947800019,laplace_aleatoric,0.42644345813333345,320,0.7625,3.800000000000001,0.8770491803278688,0.9068713621625845,0.8929270338272295,0.8486860497623707,0.9381028096169974,0.06390527363782635,0.8360655737704918,0.9139344262295082,0.05565209846954076,-0.013944328335354972,0.03329918032786883,30,83.33333333333333,0.7628205128205128,,0.75,0.6086956521739131,0.9182389937106918,102,0.7254901960784313,0.8648648648648649,0.881992337164751,10,80.0,0.5918367346938775,0.8490566037735849,0.7647058823529411,0.8717948717948718,0.8828282828282829,10,80.0,0.673469387755102,0.8490566037735849
ensemble,laplace,0.7,laplace_predictive_entropy,0.4540954722228642,laplace_aleatoric,0.3684136116,320,0.65625,3.9285714285714275,0.8952380952380953,0.9068713621625845,0.8842886436871399,0.8276437847866419,0.9389805683038766,0.07957129768727758,0.8571428571428571,0.9333333333333333,0.05445257955515979,-0.022582718475444574,0.05148809523809528,22,100.0,0.657051282051282,,0.625,0.4782608695652174,0.8364779874213837,102,0.6274509803921569,0.890625,0.8791666666666667,7,100.0,0.4897959183673469,0.7547169811320755,0.6470588235294118,0.8787878787878788,0.8826923076923077,8,100.0,0.5306122448979592,0.7547169811320755
ensemble,mc_dropout,0.9,mc_predictive_entropy,0.6313436589703773,mc_aleatoric,0.5014590849712447,320,0.85625,3.5384615384615383,0.864963503649635,0.9068713621625845,0.9045698924731183,0.8627540322580645,0.9430712365591398,0.05740191130868675,0.8248175182481752,0.9014598540145985,0.054775519123689394,-0.0023014696894662068,0.021213503649635035,37,67.56756756756756,0.8589743589743589,,0.75,0.7701863354037267,0.9433962264150944,102,0.8235294117647058,0.8571428571428571,0.8798833819241982,12,66.66666666666667,0.7142857142857143,0.9245283018867925,0.8627450980392157,0.8409090909090909,0.8801245459263103,14,57.142857142857146,0.8367346938775511,0.8867924528301887
ensemble,mc_dropout,0.8,mc_predictive_entropy,0.5544706848030008,mc_aleatoric,0.4376526284074112,320,0.75625,3.545454545454543,0.8842975206611571,0.9068713621625845,0.8914098173515982,0.8431756563926941,0.938650470890411,0.06823490535685749,0.8470041322314049,0.9173553719008265,0.050279334983105654,-0.015461544810986272,0.04054752066115708,28,89.28571428571429,0.7564102564102564,,0.75,0.5962732919254659,0.9182389937106918,102,0.7254901960784313,0.8648648648648649,0.881992337164751,10,80.0,0.5918367346938775,0.8490566037735849,0.7352941176470589,0.88,0.8829941860465116,9,88.88888888888889,0.6530612244897959,0.8113207547169812
ensemble,mc_dropout,0.7,mc_predictive_entropy,0.405785576465724,mc_aleatoric,0.37297343466845034,320,0.6375,3.999999999999999,0.8970588235294118,0.9068713621625845,0.8855813953488372,0.8289173126614987,0.9380956072351422,0.07802864699395481,0.8578431372549019,0.9362745098039216,0.056054126012664476,-0.021289966813747285,0.0533088235294118,21,100.0,0.6378205128205128,,0.625,0.4658385093167702,0.8113207547169812,102,0.6176470588235294,0.8888888888888888,0.8803418803418803,7,100.0,0.4897959183673469,0.7358490566037735,0.6568627450980392,0.8805970149253731,0.8833333333333333,8,100.0,0.5510204081632653,0.7547169811320755
ensemble,ood,0.9,ood_attention_uni2,94.61228622436523,ood_attention_hoptimus,94.81767089843751,320,0.96875,,0.8387096774193549,0.9068713621625845,0.9045954045954046,0.8674596237096237,0.9362741425241425,0.0491810557914063,0.8,0.8774193548387097,0.05533084696733971,-0.0022759575671799093,-0.005040322580645129,50,50.0,0.967948717948718,,1.0,0.9565217391304348,0.9811320754716981,102,0.9803921568627451,0.83,0.8701923076923077,17,47.05882352941177,0.9795918367346939,0.9811320754716981,0.803921568627451,0.8780487804878049,0.9053571428571429,10,50.0,0.8571428571428571,0.7547169811320755
ensemble,ood,0.8,ood_attention_uni2,91.93367889404296,ood_attention_hoptimus,92.85527709960938,320,0.95,5.333333333333308,0.8453947368421053,0.9068713621625845,0.9081385281385281,0.8692175324675325,0.9413939393939394,0.05158376396467554,0.805921052631579,0.881578947368421,0.05407194885925602,0.0012671659759436738,0.00164473684210531,47,51.06382978723404,0.9519230769230769,,0.875,0.9316770186335404,0.9685534591194969,102,0.9607843137254902,0.8367346938775511,0.8819357530246141,16,43.75,0.9591836734693877,0.9622641509433962,0.6568627450980392,0.9104477611940298,0.9351351351351351,6,66.66666666666667,0.7551020408163265,0.5660377358490566
ensemble,ood,0.7,ood_attention_uni2,90.62922805786133,ood_attention_hoptimus,91.86038589477539,320,0.928125,5.74999999999998,0.8451178451178452,0.9068713621625845,0.9075367313622347,0.868761336840196,0.9415517866860148,0.052022614364244754,0.8047138047138047,0.8821548821548821,0.0553463718963429,0.000665369199650212,0.0013678451178451567,46,52.17391304347826,0.9294871794871795,,0.875,0.9254658385093167,0.9308176100628931,102,0.9313725490196079,0.8421052631578947,0.8789893617021277,15,46.666666666666664,0.9591836734693877,0.9056603773584906,0.5882352941176471,0.9333333333333333,0.9389140271493213,4,75.0,0.6938775510204082,0.49056603773584906
ensemble,predictive,0.9,ensemble_entropy,0.6280374296581339,ensemble_entropy,0.6496979229932922,320,0.846875,3.2666666666666684,0.8708487084870848,0.9068713621625845,0.9061195341683147,0.864525653702483,0.9437486266754559,0.05661987500409286,0.8339483394833949,0.9077490774907749,0.05274465731818978,-0.0007518279942697603,0.027098708487084844,35,71.42857142857143,0.8493589743589743,,0.75,0.7639751552795031,0.9308176100628931,102,0.803921568627451,0.8658536585365854,0.8820668693009118,11,72.72727272727273,0.7142857142857143,0.8867924528301887,0.8431372549019608,0.8604651162790697,0.8788888888888889,12,66.66666666666667,0.7346938775510204,0.9433962264150944
ensemble,predictive,0.8,ensemble_entropy,0.5529990069531703,ensemble_entropy,0.5706299636672342,320,0.75625,3.545454545454543,0.8842975206611571,0.9068713621625845,0.8914098173515982,0.8407516409817352,0.9337917380136986,0.06649483687156764,0.8429752066115702,0.9214876033057852,0.056112033167636244,-0.015461544810986272,0.04054752066115708,28,89.28571428571429,0.7564102564102564,,0.75,0.5962732919254659,0.9182389937106918,102,0.7254901960784313,0.8648648648648649,0.881992337164751,10,80.0,0.5918367346938775,0.8490566037735849,0.7549019607843137,0.8701298701298701,0.8826388888888889,10,80.0,0.6530612244897959,0.8490566037735849
ensemble,predictive,0.7,ensemble_entropy,0.4089816545529166,ensemble_entropy,0.44874649237198716,320,0.64375,3.931034482758619,0.8980582524271845,0.9068713621625845,0.8858299595141701,0.8260070850202429,0.9402859311740891,0.08167396074684223,0.8592233009708737,0.9368932038834952,0.05550991119700755,-0.021041402648414365,0.05430825242718451,21,100.0,0.6442307692307693,,0.625,0.4720496894409938,0.8176100628930818,102,0.6176470588235294,0.8888888888888888,0.8803418803418803,7,100.0,0.4897959183673469,0.7358490566037735,0.6568627450980392,0.8955223880597015,0.8842592592592593,7,100.0,0.5510204081632653,0.7547169811320755
