variable,level,encoder,detector,estimand,n_ebrains,n_tcga,auroc,auroc_ci_low,auroc_ci_high,n_boot_valid,n_boot_dropped
race,black or african american,conch,flow_ood,tcga_side_only,641,45,0.7162273901808787,0.6455942940670002,0.782261837323995,500,0
race,not reported,conch,flow_ood,tcga_side_only,641,18,0.7059444982773473,0.5737639565964676,0.8338079608634308,500,0
race,white,conch,flow_ood,tcga_side_only,641,708,0.7067060285551614,0.6806324232855975,0.7305016750605152,500,0
race,black or african american,conch,flow_energy,tcga_side_only,641,45,0.720212639965547,0.6491497529599476,0.7800168056326169,500,0
race,not reported,conch,flow_energy,tcga_side_only,641,18,0.7100209948320413,0.5886478554252622,0.8222172406416289,500,0
race,white,conch,flow_energy,tcga_side_only,641,708,0.7121010092300618,0.6899630311757747,0.737557747428496,500,0
race,black or african american,conch,maha,tcga_side_only,641,45,0.6430332149009474,0.5717893513039314,0.714913396784362,500,0
race,not reported,conch,maha,tcga_side_only,641,18,0.6580110088285961,0.5209404990539489,0.7734476315829265,500,0
race,white,conch,maha,tcga_side_only,641,708,0.6306497346220382,0.5993299834003665,0.6628524098874222,500,0
race,black or african american,conch,n_patches,tcga_side_only,641,45,0.5453769649009474,0.4508220609133349,0.6404717537016656,500,0
race,not reported,conch,n_patches,tcga_side_only,641,18,0.5774167608742463,0.4666460300424785,0.697427032381326,500,0
race,white,conch,n_patches,tcga_side_only,641,708,0.5942608080957387,0.5654861767901794,0.6252503491987151,500,0
race,black or african american,conch,featnorm,tcga_side_only,641,45,0.4858613264427218,0.4022596731615928,0.5607195328842378,500,0
race,not reported,conch,featnorm,tcga_side_only,641,18,0.4039984388458226,0.3095093926812423,0.5012885336664651,500,0
race,white,conch,featnorm,tcga_side_only,641,708,0.4639245161197609,0.4365669280660115,0.4947475869685748,500,0
race,black or african american,hoptimus,flow_ood,tcga_side_only,641,45,0.834839577950043,0.776758899462029,0.8837375325802294,500,0
race,not reported,hoptimus,flow_ood,tcga_side_only,641,18,0.84005100667528,0.7652092835957603,0.911734963266046,500,0
race,white,hoptimus,flow_ood,tcga_side_only,641,708,0.8469364174112031,0.8259108153389156,0.8688191207460805,500,0
race,black or african american,hoptimus,flow_energy,tcga_side_only,641,45,0.8358104543496985,0.7839612103977283,0.8845024297646624,500,0
race,not reported,hoptimus,flow_energy,tcga_side_only,641,18,0.8437728789836347,0.7698113194371605,0.9166539733534586,500,0
race,white,hoptimus,flow_energy,tcga_side_only,641,708,0.8494649157743179,0.8306116534470616,0.8688829432318544,500,0
race,black or african american,hoptimus,maha,tcga_side_only,641,45,0.8015232019810508,0.7377498165368344,0.853900076393455,500,0
race,not reported,hoptimus,maha,tcga_side_only,641,18,0.7960177110249783,0.7114646353703541,0.878307911138645,500,0
race,white,hoptimus,maha,tcga_side_only,641,708,0.8067736903549687,0.783837712716079,0.8286948539704597,500,0
race,black or african american,hoptimus,n_patches,tcga_side_only,641,45,0.5454026701119725,0.4637911177330737,0.633730882636412,500,0
race,not reported,hoptimus,n_patches,tcga_side_only,641,18,0.5774493970714901,0.4607485245514342,0.6999181505277555,500,0
race,white,hoptimus,n_patches,tcga_side_only,641,708,0.59428739379407,0.564893717648072,0.6205746857068449,500,0
race,black or african american,hoptimus,featnorm,tcga_side_only,641,45,0.5259854112833764,0.4289569698634988,0.624054326480909,500,0
race,not reported,hoptimus,featnorm,tcga_side_only,641,18,0.5174566645133506,0.3652992907059096,0.6830849321912369,500,0
race,white,hoptimus,featnorm,tcga_side_only,641,708,0.6006394681628563,0.5701491747649218,0.6307629517805131,500,0
