encoder,fold,detector,variant,fold_policy,n_id,n_ood,auroc,auprc_ood_positive,auprc_id_positive,prevalence_ood,fpr_at_95_tpr,rank_biserial,cohens_d,variance_ratio,ks_stat,ks_p,ks_stat_location,ks_stat_sign,auroc_ci_low,auroc_ci_high,n_boot_valid,n_boot_dropped
hoptimus,2,flow_ood,std,per_fold,128,789,0.43631178707224333,0.83576293369019,0.13138021487677382,0.8604143947655398,0.9453125,-0.12737642585551334,-0.18196091171110063,0.9799943921374422,0.13811985107731306,0.02678790597265728,11.16578483581543,-1.0,0.38006624287072244,0.491816431004436,500,0
hoptimus,2,flow_ood,top5_mean,per_fold,128,789,0.8367890525982258,0.9594035847042445,0.5363403096409973,0.8604143947655398,0.5703125,0.6735781051964516,1.3178060102879854,0.9508329542109086,0.5630842046894804,4.071333436279877e-33,95.28937530517578,1.0,0.7936299409854246,0.8735696886882129,500,0
hoptimus,2,maha,mean,per_fold,128,789,0.8325114860583016,0.9587764699678003,0.5103447396222318,0.8604143947655398,0.5703125,0.6650229721166032,1.2675026958662456,1.3240261450230346,0.5431816381495564,1.109918833249e-30,67.91215521244058,1.0,0.7897457224334601,0.8682920429340938,500,0
hoptimus,2,maha,median,per_fold,128,789,0.8354127059569074,0.9604026785530206,0.5112899426172323,0.8604143947655398,0.578125,0.6708254119138148,1.3005109426940635,1.3513205190548663,0.5370722433460076,5.8153232826512604e-30,62.86677517991766,1.0,0.790199718789607,0.8697010654309252,500,0
hoptimus,2,maha,p90,per_fold,128,789,0.7903596324461344,0.9443036268170396,0.4370463495481668,0.8604143947655398,0.6171875,0.5807192648922688,1.00476173155137,1.1407077727876418,0.48512753485424587,3.131084868791441e-24,95.18205506806927,1.0,0.7405136050380227,0.8322372069074777,500,0
hoptimus,2,maha,p95,per_fold,128,789,0.7730315272496833,0.9380815854150173,0.42236991704226434,0.8604143947655398,0.625,0.5460630544993665,0.9317265617736543,1.0465023019297899,0.45261010773130544,5.2146379748668014e-21,106.51248637894274,1.0,0.7238283725443599,0.8171394763941698,500,0
hoptimus,2,maha,p99,per_fold,128,789,0.7402071451204055,0.9287934162254996,0.3649097352615694,0.8604143947655398,0.7421875,0.48041429024081106,0.8024092350264735,0.951644121585591,0.4103691381495564,3.2115289223440884e-17,132.5055070262251,1.0,0.6911673696926489,0.7855456372782003,500,0
hoptimus,2,maha,std,per_fold,128,789,0.660854325095057,0.9014322748766632,0.27893350304331194,0.8604143947655398,0.796875,0.3217086501901141,0.4591905202442062,1.019719513808515,0.29575609949302917,5.0504977870156165e-09,19.777764863718943,1.0,0.6061930647972117,0.7154296875,500,0
hoptimus,2,maha,top5_mean,per_fold,128,789,0.7534953263624842,0.932254519306343,0.3798838731135455,0.8604143947655398,0.734375,0.5069906527249683,0.8506374893341943,0.967299332812669,0.4399556400506971,7.930023575740591e-20,119.57222735178112,1.0,0.7055521724493029,0.7999470255069707,500,0
hoptimus,2,mahaenergy,mean,per_fold,128,789,0.8343829214195184,0.9591004744265369,0.5133964363701088,0.8604143947655398,0.5703125,0.6687658428390368,1.276783288071991,1.3284868486829438,0.5495187737642585,1.9152633747507756e-31,80.01320013221044,1.0,0.7940782438212928,0.8691730533111535,500,0
hoptimus,2,mahaenergy,p95,per_fold,128,789,0.7748237484157161,0.9385133009728812,0.42122979996930865,0.8604143947655398,0.625,0.5496474968314322,0.9374888767665676,1.047151240040196,0.4583036280101394,1.488960614852511e-21,99.93823401865058,1.0,0.7242504356780735,0.8251898665240811,500,0
hoptimus,2,mahaenergy,top5_mean,per_fold,128,789,0.7552479404309252,0.9326586772800165,0.3836742129470645,0.8604143947655398,0.7421875,0.5104958808618505,0.8550201456068536,0.9657788044410246,0.44629277566539927,2.0557272608235976e-20,105.8562966571304,1.0,0.7044763446609633,0.8035359236375159,500,0
hoptimus,2,mahapc,mean,per_fold,128,789,0.8490375475285171,0.9621077112065748,0.5328977895527643,0.8604143947655398,0.578125,0.6980750950570342,1.3508481250048165,1.360101931881649,0.5924231622306717,6.294509221573916e-37,63.1554522486214,1.0,0.8074446490811154,0.8846213066381496,500,0
